tipo,x,y
simuladas,32,0.8888888888888885
simuladas,48,0.46523809523809534
simuladas,190,0.7169106104968388
simuladas,125,0.7575428284334933
simuladas,120,0.7608379924169381
simuladas,88,0.3240476190476183
simuladas,101,0.6509619667514405
simuladas,62,0.3226507936507938
simuladas,168,0.708030231095246
simuladas,113,0.3260008725125001
simuladas,115,0.20815032920296087
simuladas,4,0.8333333333333334
simuladas,247,0.6369555870548974
simuladas,144,0.7611416369737208
simuladas,214,0.34557407117647826
simuladas,25,0.6363636363636366
simuladas,32,0.6190476190476192
simuladas,235,0.36482534840253217
simuladas,48,0.896549707602339
simuladas,124,0.20002536102160132
simuladas,12,0.1388888888888889
simuladas,126,0.27780608012492086
simuladas,143,0.7057947083413966
simuladas,103,0.7370332760704296
simuladas,3,0.8
simuladas,6,0.4444444444444444
simuladas,98,0.3190664845173045
simuladas,67,0.7903846153846154
simuladas,190,0.6713300384942262
simuladas,203,0.1778660063007261
simuladas,141,0.3183058302921318
simuladas,119,0.37819473807845927
simuladas,157,0.3980422071596823
simuladas,63,0.23952615528970234
simuladas,26,0.25476190476190474
simuladas,141,0.18208827449898757
simuladas,38,0.617687074829932
simuladas,156,0.6947000187634848
simuladas,207,0.35841727787016475
simuladas,93,0.18619416758951618
simuladas,22,0.10366300366300368
simuladas,1,0.0
simuladas,220,0.7488890854587459
simuladas,217,0.7384129831920042
simuladas,147,0.6834654203075269
simuladas,145,0.7572052245210973
simuladas,3,0.6666666666666666
simuladas,2,0.0
simuladas,129,0.25132936507936454
simuladas,126,0.6413539958493513
simuladas,112,0.7221737498827274
simuladas,2,0.0
simuladas,36,0.21305555555555553
simuladas,239,0.33379109850094557
simuladas,116,0.8305396825396815
simuladas,165,0.6778959630743944
simuladas,51,0.1509578544061303
simuladas,231,0.7090455515908474
simuladas,60,0.22352941176470573
simuladas,87,0.4915658602150532
simuladas,188,0.14272022184206798
simuladas,61,0.2606701940035275
simuladas,122,0.33779058313632826
simuladas,38,0.40325670498084243
simuladas,71,0.3174331840998509
simuladas,132,0.3926229462545249
simuladas,175,0.16089324618736184
simuladas,104,0.7618415862418139
simuladas,174,0.7234451103878335
simuladas,143,0.527559464586903
simuladas,223,0.5896702541739239
simuladas,183,0.7511110553911835
simuladas,248,0.6376209211625798
simuladas,18,0.13005050505050506
simuladas,125,0.22836559918527038
simuladas,22,0.38100470957613813
simuladas,241,0.7204759537706664
simuladas,65,0.12142857142857136
