tipo,valor_x,valor_y
simuladas,171.0,103.14285714285714
simuladas,7.0,0.30994897959183676
simuladas,22.0,4.309948979591836
simuladas,86.0,49.423469387755105
simuladas,2.0,0.09566326530612246
simuladas,226.0,752.6875
simuladas,6.0,0.4017857142857143
simuladas,60.0,15.673469387755103
simuladas,247.0,259.3813775510204
simuladas,155.0,96.65816326530613
simuladas,1.0,0.0663265306122449
simuladas,9.0,3.8915816326530615
simuladas,6.0,0.667091836734694
simuladas,14.0,2.0969387755102042
simuladas,31.0,27.667091836734695
simuladas,17.0,3.3469387755102042
simuladas,230.0,810.9642857142857
simuladas,10.0,1.3201530612244898
simuladas,16.0,2.454081632653061
simuladas,226.0,2537.8520408163267
simuladas,1.0,0.09566326530612246
simuladas,237.0,204.58673469387756
simuladas,1.0,0.034438775510204085
simuladas,36.0,7.801020408163265
simuladas,53.0,34.525510204081634
simuladas,249.0,195.39158163265304
simuladas,15.0,3.239795918367347
simuladas,96.0,85.52423469387756
simuladas,3.0,0.43239795918367346
simuladas,9.0,0.8877551020408163
simuladas,41.0,6.952806122448979
simuladas,19.0,2.137755102040816
simuladas,10.0,2.061224489795918
simuladas,47.0,19.729591836734695
simuladas,1.0,0.09566326530612246
simuladas,71.0,44.81122448979592
simuladas,110.0,55.88775510204082
simuladas,23.0,8.387755102040817
simuladas,4.0,0.1875
simuladas,12.0,3.2385204081632653
simuladas,209.0,494.5255102040816
simuladas,130.0,62.3469387755102
simuladas,5.0,0.3826530612244898
simuladas,138.0,203.23852040816328
simuladas,36.0,5.38265306122449
simuladas,69.0,92.17857142857143
simuladas,93.0,43.06122448979592
simuladas,5.0,0.3826530612244898
simuladas,3.0,0.12244897959183676
simuladas,1.0,0.0663265306122449
simuladas,7.0,0.43239795918367346
simuladas,243.0,954.1772959183673
simuladas,160.0,89.78954081632652
simuladas,139.0,89.33673469387756
simuladas,32.0,12.137755102040815
simuladas,93.0,32.432397959183675
simuladas,167.0,177.91836734693877
simuladas,188.0,137.02551020408163
simuladas,17.0,7.9183673469387745
simuladas,170.0,420.7448979591837
simuladas,172.0,146.78571428571428
simuladas,174.0,83.85204081632652
simuladas,47.0,17.872448979591837
simuladas,36.0,11.52423469387755
simuladas,20.0,2.9183673469387754
simuladas,212.0,535.3609693877551
simuladas,77.0,45.524234693877546
simuladas,3.0,0.12244897959183676
simuladas,208.0,152.6466836734694
simuladas,17.0,1.2487244897959184
simuladas,209.0,444.7448979591837
simuladas,74.0,36.64668367346939
simuladas,86.0,14.932397959183673
simuladas,225.0,190.7295918367347
simuladas,15.0,0.9732142857142857
simuladas,19.0,5.6772959183673475
simuladas,26.0,9.891581632653061
simuladas,138.0,99.64668367346938
simuladas,51.0,35.53061224489796
simuladas,7.0,0.673469387755102
simuladas,24.0,10.963010204081632
simuladas,180.0,303.3201530612245
simuladas,249.0,369.28061224489795
simuladas,121.0,111.93239795918366
simuladas,55.0,14.051020408163266
simuladas,7.0,1.034438775510204
simuladas,234.0,1513.3609693877552
simuladas,186.0,117.39158163265306
simuladas,17.0,4.015306122448979
simuladas,13.0,2.8201530612244903
simuladas,248.0,1433.3099489795918
simuladas,51.0,20.586734693877553
simuladas,241.0,555.3469387755102
simuladas,183.0,417.9591836734694
simuladas,38.0,22.667091836734695
simuladas,3.0,0.14668367346938774
simuladas,3.0,0.19387755102040818
simuladas,2.0,0.14668367346938774
simuladas,12.0,1.9897959183673468
simuladas,6.0,0.30102040816326525
simuladas,11.0,0.7448979591836735
simuladas,214.0,619.1466836734693
simuladas,35.0,32.12244897959183
simuladas,161.0,189.99489795918367
simuladas,35.0,5.566326530612244
simuladas,195.0,143.80994897959184
simuladas,86.0,38.98979591836735
simuladas,1.0,0.09566326530612246
simuladas,184.0,106.1670918367347
simuladas,203.0,443.71811224489795
simuladas,121.0,238.12244897959184
simuladas,149.0,87.78954081632652
simuladas,192.0,925.0612244897959
simuladas,44.0,27.443877551020403
simuladas,33.0,11.248724489795919
simuladas,2.0,0.0663265306122449
simuladas,91.0,89.83035714285714
simuladas,202.0,358.63775510204084
simuladas,52.0,16.78061224489796
simuladas,163.0,98.38265306122449
simuladas,25.0,15.673469387755103
simuladas,73.0,12.209183673469388
simuladas,50.0,35.964285714285715
simuladas,13.0,1.034438775510204
simuladas,210.0,486.9234693877551
simuladas,63.0,19.075255102040817
simuladas,13.0,1.6683673469387756
simuladas,38.0,18.714285714285715
simuladas,164.0,385.6466836734694
simuladas,34.0,4.9897959183673475
simuladas,1.0,0.0663265306122449
simuladas,117.0,59.107142857142854
simuladas,6.0,0.4591836734693877
simuladas,222.0,916.0752551020407
simuladas,148.0,170.0969387755102
simuladas,185.0,314.5956632653061
simuladas,59.0,30.381377551020403
simuladas,6.0,0.5153061224489796
simuladas,90.0,142.4795918367347
simuladas,35.0,6.030612244897959
simuladas,220.0,540.5956632653061
simuladas,18.0,8.137755102040817
simuladas,175.0,127.90816326530613
simuladas,4.0,0.9642857142857143
simuladas,228.0,300.73852040816325
simuladas,20.0,3.2448979591836737
simuladas,190.0,181.67857142857142
simuladas,71.0,34.392857142857146
simuladas,11.0,1.5663265306122447
simuladas,18.0,3.2448979591836737
simuladas,239.0,658.9795918367347
simuladas,15.0,3.432397959183674
simuladas,209.0,494.5255102040816
simuladas,203.0,832.908163265306
simuladas,1.0,0.0663265306122449
simuladas,226.0,167.04464285714286
simuladas,183.0,336.1875
simuladas,127.0,91.82015306122449
simuladas,1.0,0.14668367346938774
simuladas,38.0,25.77551020408163
simuladas,121.0,238.12244897959184
simuladas,205.0,126.89158163265306
simuladas,81.0,34.62244897959183
simuladas,209.0,167.67729591836732
simuladas,12.0,2.9081632653061225
simuladas,5.0,0.23979591836734696
simuladas,247.0,1081.8099489795918
simuladas,21.0,2.4081632653061225
simuladas,1.0,0.0663265306122449
simuladas,115.0,63.044642857142854
simuladas,221.0,922.8099489795919
simuladas,3.0,0.21811224489795916
simuladas,6.0,0.43239795918367346
simuladas,240.0,189.20408163265304
simuladas,228.0,404.3609693877551
simuladas,175.0,361.72959183673464
simuladas,3.0,0.4017857142857143
simuladas,21.0,10.830357142857142
simuladas,54.0,10.6875
simuladas,7.0,0.9642857142857143
