tipo,x,y
simuladas,182,96.27551020408164
simuladas,183,417.9591836734694
simuladas,104,160.33673469387756
simuladas,148,355.81632653061223
simuladas,138,203.23852040816328
simuladas,128,117.8813775510204
simuladas,140,354.2385204081633
simuladas,150,117.08673469387756
simuladas,31,5.605867346938775
simuladas,141,62.452806122448976
simuladas,74,49.90816326530612
simuladas,234,286.80102040816325
simuladas,15,1.5153061224489797
simuladas,6,0.5153061224489796
simuladas,55,19.26530612244898
simuladas,193,220.10714285714286
simuladas,63,30.1670918367347
simuladas,102,40.63775510204082
simuladas,158,184.78571428571428
simuladas,17,3.809948979591837
simuladas,196,323.9234693877551
simuladas,93,380.04464285714283
simuladas,13,1.6160714285714286
simuladas,3,0.16836734693877548
simuladas,138,99.64668367346938
simuladas,7,0.43239795918367346
simuladas,197,568.8163265306123
simuladas,157,90.82015306122449
simuladas,44,34.860969387755105
simuladas,229,163.46301020408166
simuladas,106,48.360969387755105
simuladas,123,162.10586734693877
simuladas,51,22.248724489795922
simuladas,123,293.1224489795918
simuladas,223,224.27551020408163
simuladas,17,2.4285714285714284
simuladas,212,131.96301020408163
simuladas,248,211.05102040816328
simuladas,132,84.41836734693878
simuladas,31,27.667091836734695
simuladas,39,14.238520408163266
simuladas,198,182.80994897959184
simuladas,78,78.9234693877551
simuladas,49,28.677295918367346
simuladas,213,207.8469387755102
simuladas,56,30.64668367346939
simuladas,46,26.952806122448976
simuladas,60,29.561224489795915
simuladas,201,188.9795918367347
simuladas,108,139.95918367346937
simuladas,216,836.265306122449
simuladas,90,23.239795918367346
simuladas,152,110.71811224489795
simuladas,93,81.53443877551021
simuladas,131,163.16836734693877
simuladas,82,33.55102040816327
simuladas,74,28.561224489795922
simuladas,193,391.7857142857143
simuladas,203,832.908163265306
simuladas,79,48.881377551020414
simuladas,245,1079.8877551020407
simuladas,46,64.88265306122449
simuladas,1,0.0663265306122449
simuladas,99,117.60204081632652
simuladas,207,183.59566326530611
simuladas,110,58.03061224489796
simuladas,126,80.75
simuladas,210,552.952806122449
simuladas,128,57.73852040816326
simuladas,177,161.8201530612245
simuladas,83,22.14668367346939
simuladas,226,152.92857142857142
simuladas,148,473.3915816326531
simuladas,90,142.10586734693877
simuladas,209,1129.0663265306123
simuladas,1,0.034438775510204085
simuladas,107,132.33673469387756
simuladas,112,30.44387755102041
simuladas,47,10.52423469387755
simuladas,137,83.45408163265306
simuladas,175,76.11607142857143
simuladas,161,200.95408163265304
simuladas,16,2.311224489795918
simuladas,158,46.1875
simuladas,172,275.7487244897959
simuladas,179,129.31122448979593
simuladas,27,2.748724489795918
simuladas,30,43.19387755102041
simuladas,134,124.28061224489797
simuladas,42,6.13265306122449
simuladas,6,0.667091836734694
simuladas,62,25.178571428571427
simuladas,180,161.88137755102042
simuladas,116,47.74872448979592
simuladas,229,1178.7895408163265
simuladas,1,0.0663265306122449
simuladas,239,1167.3469387755101
simuladas,72,16.45280612244898
simuladas,228,460.3724489795918
simuladas,209,494.5255102040816
simuladas,78,34.10586734693878
simuladas,42,64.87244897959184
simuladas,200,144.93239795918367
simuladas,72,18.051020408163264
simuladas,200,153.10714285714286
simuladas,166,99.30994897959184
simuladas,177,106.13775510204081
simuladas,149,58.066326530612244
simuladas,116,47.55102040816327
simuladas,109,44.23979591836735
simuladas,112,62.60204081632653
simuladas,112,79.1670918367347
simuladas,185,178.26530612244898
simuladas,75,31.667091836734695
simuladas,23,6.25
simuladas,50,35.964285714285715
simuladas,95,39.28061224489796
simuladas,105,84.9591836734694
simuladas,15,2.923469387755102
simuladas,197,468.98979591836735
simuladas,223,598.8724489795919
simuladas,202,188.75892857142858
simuladas,176,374.5255102040816
simuladas,53,18.677295918367346
simuladas,214,455.015306122449
simuladas,85,62.857142857142854
simuladas,122,181.44387755102042
simuladas,174,195.4591836734694
simuladas,216,213.16836734693877
simuladas,8,1.3214285714285714
simuladas,130,62.3469387755102
simuladas,139,238.2295918367347
simuladas,73,64.9234693877551
simuladas,206,244.46301020408166
simuladas,170,172.13265306122452
simuladas,140,78.23852040816327
simuladas,172,170.59566326530611
simuladas,92,34.38265306122449
simuladas,136,103.33035714285714
simuladas,218,1140.3163265306123
simuladas,194,204.35714285714286
simuladas,180,248.78954081632654
simuladas,238,1916.6875
simuladas,150,87.97321428571429
simuladas,209,249.51530612244898
simuladas,220,272.67857142857144
simuladas,180,273.65816326530614
simuladas,3,0.19387755102040818
simuladas,108,139.95918367346937
simuladas,167,298.60714285714283
simuladas,173,355.1938775510204
simuladas,126,135.9591836734694
simuladas,173,90.67729591836735
simuladas,17,1.7653061224489797
simuladas,105,59.642857142857146
simuladas,227,336.76530612244903
simuladas,72,72.45280612244899
simuladas,149,346.61607142857144
simuladas,11,1.3469387755102038
simuladas,86,14.932397959183673
simuladas,61,60.382653061224495
simuladas,67,60.275510204081634
simuladas,185,98.24872448979592
simuladas,89,84.60586734693878
simuladas,195,272.2295918367347
simuladas,171,569.3201530612245
simuladas,78,35.275510204081634
simuladas,95,124.53571428571429
simuladas,51,6.9528061224489806
simuladas,18,9.494897959183675
simuladas,202,222.61607142857142
simuladas,205,234.71811224489798
simuladas,47,13.503826530612246
simuladas,20,2.5867346938775513
simuladas,243,911.6938775510205
simuladas,101,57.544642857142854
simuladas,125,93.62244897959184
simuladas,241,639.7589285714286
simuladas,120,71.6938775510204
simuladas,247,352.37244897959187
simuladas,142,63.28061224489796
simuladas,242,281.17729591836735
simuladas,217,234.02423469387756
simuladas,151,202.6377551020408
simuladas,31,12.82015306122449
simuladas,137,243.69387755102042
simuladas,143,227.8609693877551
simuladas,222,546.3099489795918
simuladas,156,84.62244897959184
simuladas,155,139.46428571428572
simuladas,63,42.0
simuladas,194,365.03443877551024
simuladas,59,29.105867346938773
simuladas,221,794.6683673469388
simuladas,95,34.23979591836734
simuladas,18,5.963010204081633
simuladas,223,794.0344387755102
simuladas,88,120.73852040816325
simuladas,205,1430.9897959183675
simuladas,47,20.102040816326532
simuladas,116,74.27551020408164
simuladas,57,14.58673469387755
simuladas,228,916.3469387755102
simuladas,12,2.9081632653061225
simuladas,216,220.09566326530611
simuladas,138,89.92857142857143
simuladas,143,54.14668367346939
simuladas,58,27.6734693877551
simuladas,143,77.6670918367347
simuladas,70,27.586734693877553
simuladas,126,109.6938775510204
simuladas,133,306.53061224489795
simuladas,13,5.452806122448979
simuladas,76,54.10586734693878
simuladas,90,142.4795918367347
simuladas,107,23.95280612244898
simuladas,241,1134.9323979591838
simuladas,71,38.6875
simuladas,248,1433.3099489795918
simuladas,201,228.30994897959184
simuladas,217,234.02423469387756
simuladas,68,32.73979591836734
simuladas,228,916.3469387755102
simuladas,119,40.28061224489796
simuladas,198,139.41836734693877
simuladas,44,16.76530612244898
simuladas,79,29.622448979591837
simuladas,19,4.146683673469388
simuladas,47,19.729591836734695
simuladas,108,44.830357142857146
simuladas,8,1.3214285714285714
simuladas,103,67.06122448979592
simuladas,241,1487.5038265306123
simuladas,35,10.122448979591837
simuladas,149,249.30994897959184
simuladas,75,33.53061224489796
simuladas,133,266.2040816326531
simuladas,27,6.801020408163265
simuladas,67,17.959183673469386
simuladas,193,156.35204081632654
simuladas,175,188.23852040816328
simuladas,198,139.41836734693877
simuladas,127,61.78954081632653
simuladas,146,628.4591836734693
simuladas,245,226.26530612244898
simuladas,215,324.6466836734694
simuladas,243,954.1772959183673
simuladas,20,4.075255102040816
simuladas,81,125.67729591836736
simuladas,250,253.4795918367347
simuladas,37,5.432397959183674
simuladas,203,1132.218112244898
simuladas,224,239.8201530612245
simuladas,157,1508.9642857142858
simuladas,14,4.423469387755103
simuladas,167,177.91836734693877
simuladas,83,38.03061224489796
simuladas,60,14.346938775510205
simuladas,9,1.3724489795918369
simuladas,25,6.423469387755101
simuladas,85,93.53061224489795
simuladas,152,124.39158163265306
simuladas,132,83.86096938775509
simuladas,148,183.0752551020408
simuladas,148,273.75892857142856
simuladas,246,187.4183673469388
simuladas,102,35.432397959183675
simuladas,141,62.452806122448976
simuladas,144,146.21811224489798
simuladas,52,16.78061224489796
simuladas,14,3.239795918367347
simuladas,195,331.60204081632645
simuladas,97,41.535714285714285
simuladas,80,67.9591836734694
simuladas,6,0.6020408163265306
simuladas,35,27.346938775510203
simuladas,125,87.88775510204081
simuladas,217,675.2295918367347
simuladas,183,334.9017857142857
simuladas,166,176.86096938775512
simuladas,16,2.0344387755102042
simuladas,223,242.6670918367347
simuladas,166,468.2755102040816
simuladas,181,250.33035714285714
simuladas,153,85.56122448979592
simuladas,79,67.1670918367347
simuladas,100,47.31122448979591
simuladas,70,35.816326530612244
simuladas,139,209.23979591836732
simuladas,60,48.23852040816327
simuladas,219,1607.7487244897961
simuladas,19,1.7895408163265307
simuladas,170,66.90816326530611
simuladas,136,102.7295918367347
simuladas,221,922.8099489795919
simuladas,152,129.90178571428572
simuladas,219,126.52423469387756
simuladas,191,152.8826530612245
simuladas,247,319.8099489795918
simuladas,42,17.45280612244898
simuladas,149,249.30994897959184
simuladas,209,494.5255102040816
simuladas,110,149.6670918367347
simuladas,217,1581.9234693877552
simuladas,187,313.9234693877551
simuladas,233,1149.780612244898
simuladas,230,810.9642857142857
simuladas,128,437.1326530612245
simuladas,1,0.09566326530612246
simuladas,189,117.93239795918366
simuladas,45,7.7653061224489806
simuladas,80,23.336734693877553
simuladas,201,509.3201530612245
simuladas,103,40.98979591836735
simuladas,62,48.88137755102041
simuladas,210,455.8201530612245
simuladas,164,63.98979591836735
simuladas,164,132.45280612244898
simuladas,49,12.146683673469386
simuladas,85,62.857142857142854
simuladas,39,9.357142857142858
simuladas,56,19.122448979591837
simuladas,33,8.566326530612246
simuladas,194,365.03443877551024
simuladas,244,284.37244897959187
simuladas,64,27.820153061224488
simuladas,49,10.0
simuladas,59,16.979591836734695
