metrica,solapamiento,homogeneidad,grados_de_libertad,etiqueta
196,0.3646374946847494,154.48979591836732,11.67142857142857,simulada
34,0.4523809523809524,11.26530612244898,3.4571428571428573,simulada
234,0.38058567302959534,240.1670918367347,12.028571428571428,simulada
168,0.36374262194607654,119.05102040816327,9.957142857142857,simulada
214,0.2797756191572253,323.6466836734694,15.4,simulada
210,0.35489609210493334,103.28954081632652,12.185714285714285,simulada
165,0.21614140778372173,283.16836734693874,13.571428571428571,simulada
236,0.2219915718795377,1423.6875,28.285714285714285,simulada
199,0.07546225804846678,217.78954081632654,46.34285714285714,simulada
31,0.08112745098039212,6.357142857142857,5.6571428571428575,simulada
183,0.07152784498164455,209.00382653061226,28.985714285714284,simulada
35,0.0734811165845649,6.704081632653062,6.9714285714285715,simulada
148,0.27186139332365805,273.75892857142856,10.285714285714286,simulada
185,0.3860806364012911,124.83673469387756,10.457142857142857,simulada
25,0.12683150183150182,4.964285714285714,5.9714285714285715,simulada
42,0.31040300782148583,64.87244897959184,6.114285714285714,simulada
52,0.16447550034506556,28.952806122448976,7.742857142857143,simulada
237,0.3208973939658502,204.58673469387756,14.057142857142857,simulada
136,0.07169457526600397,109.02423469387757,17.15714285714286,simulada
116,0.3842241831695943,34.95280612244898,8.32857142857143,simulada
199,0.07546225804846678,217.78954081632654,46.34285714285714,simulada
55,0.26611811391223156,29.642857142857142,7.6,simulada
200,0.3507490072208161,231.5752551020408,11.571428571428571,simulada
48,0.39682539682539647,30.678571428571427,4.0285714285714285,simulada
75,0.11286638112034926,31.667091836734695,16.057142857142857,simulada
71,0.3514663087457206,33.642857142857146,6.6571428571428575,simulada
71,0.09388308168795977,33.57525510204081,16.557142857142857,simulada
246,0.29763419338325436,921.2857142857143,13.985714285714286,simulada
28,0.07705314009661839,8.964285714285714,8.457142857142857,simulada
249,0.3471793416080785,291.61607142857144,13.214285714285714,simulada
108,0.3670554445633075,44.830357142857146,8.857142857142858,simulada
44,0.3748524623524624,13.463010204081632,5.457142857142857,simulada
248,0.20202294897145734,1433.3099489795918,22.7,simulada
26,0.14666666666666664,23.066326530612248,7.9714285714285715,simulada
236,0.3104913757767863,301.8915816326531,15.971428571428572,simulada
189,0.36133309745474773,128.88137755102042,10.014285714285714,simulada
161,0.1416379840560169,155.33673469387756,24.3,simulada
207,0.20100727817554145,453.54464285714283,21.642857142857142,simulada
124,0.39822172982890963,40.71811224489796,8.142857142857142,simulada
231,0.3545227757954237,127.41836734693878,14.014285714285714,simulada
176,0.23440539161693044,275.8609693877551,15.228571428571428,simulada
130,0.39172519943649964,80.43239795918369,8.014285714285714,simulada
48,0.13581780538302282,15.075255102040815,8.82857142857143,simulada
138,0.3982946908602158,159.53061224489798,6.685714285714286,simulada
202,0.2457457554682294,411.52423469387753,18.6,simulada
29,0.056447368421052614,4.88265306122449,10.357142857142858,simulada
211,0.10349806217622048,600.6772959183673,32.6,simulada
217,0.18228680370056863,1116.6772959183675,23.385714285714286,simulada
87,0.16435185185185164,50.92346938775511,11.8,simulada
29,0.44642857142857145,12.244897959183675,3.3714285714285714,simulada
221,0.13369516302204018,698.7181122448981,28.62857142857143,simulada
176,0.23440539161693028,275.8609693877551,15.32857142857143,simulada
199,0.37412567917405337,174.62244897959184,11.571428571428571,simulada
150,0.39046250225746765,46.891581632653065,8.571428571428571,simulada
31,0.1096491228070175,8.709183673469388,5.8428571428571425,simulada
48,0.4482748538011695,16.19387755102041,3.914285714285714,simulada
163,0.37459506741058324,142.01530612244898,10.17142857142857,simulada
50,0.12963821892393332,16.066326530612244,10.071428571428571,simulada
204,0.34981921528774074,173.6670918367347,11.557142857142857,simulada
54,0.4288888888888884,45.38775510204082,4.271428571428571,simulada
241,0.3167480396328414,1054.561224489796,16.114285714285714,simulada
129,0.38618511859358506,64.71811224489797,7.885714285714286,simulada
27,0.21527777777777768,10.034438775510205,3.8857142857142857,simulada
53,0.085249042145594,18.677295918367346,14.67142857142857,simulada
170,0.3845398453655373,78.97321428571429,10.214285714285714,simulada
104,0.38642482383151355,41.78954081632653,7.628571428571429,simulada
127,0.3867146132659656,70.32015306122449,7.9,simulada
224,0.2668417634899823,620.5357142857143,15.9,simulada
124,0.3918837355454997,94.59693877551021,7.085714285714285,simulada
166,0.3758793899396696,160.30994897959184,8.542857142857143,simulada
28,0.29623015873015873,15.116071428571429,5.242857142857143,simulada
215,0.3581305943365145,177.38137755102042,11.928571428571429,simulada
28,0.451578947368421,5.7397959183673475,3.2142857142857144,simulada
113,0.2042011692011695,94.1734693877551,13.042857142857143,simulada
215,0.1448691969355823,270.2448979591837,22.97142857142857,simulada
167,0.07056481481481434,94.96301020408164,30.32857142857143,simulada
86,0.3929142209550068,20.596938775510203,7.128571428571429,simulada
189,0.0931088288353717,294.06632653061223,35.68571428571428,simulada
26,0.14666666666666664,23.066326530612248,7.9714285714285715,simulada
198,0.3666340608362359,151.59566326530611,12.285714285714286,simulada
191,0.3464647309212532,272.67729591836735,11.771428571428572,simulada
61,0.13033509700176374,24.309948979591837,12.028571428571428,simulada
165,0.3389479815371972,121.1670918367347,12.142857142857142,simulada
167,0.08701004211208263,177.91836734693877,26.4,simulada
179,0.18438580588226172,552.7589285714286,25.7,simulada
105,0.07999999999999995,87.33035714285714,12.2,simulada
113,0.38494617730132946,54.285714285714285,8.385714285714286,simulada
185,0.07523446513108152,221.1326530612245,40.42857142857143,simulada
52,0.07991551459293399,30.381377551020403,10.428571428571429,simulada
191,0.24031432926068022,598.4017857142857,20.428571428571427,simulada
37,0.08678571428571427,9.59566326530612,8.357142857142858,simulada
229,0.3541525929238194,181.03443877551018,13.32857142857143,simulada
214,0.09901984599413396,455.015306122449,35.27142857142857,simulada
112,0.31036682615629996,194.03571428571428,9.014285714285714,simulada
169,0.13492967470240175,132.87244897959184,34.41428571428571,simulada
203,0.36603536623052785,218.23979591836732,11.057142857142857,simulada
29,0.07298474945533767,5.952806122448979,10.414285714285715,simulada
184,0.3495065692627609,145.60586734693877,11.7,simulada
131,0.35730169480072677,71.53443877551021,9.528571428571428,simulada
28,0.45535714285714285,12.816326530612246,3.242857142857143,simulada
41,0.30242003367003356,18.28061224489796,5.628571428571429,simulada
45,0.16600000000000026,28.503826530612248,7.271428571428571,simulada
54,0.3802761341222879,31.78061224489796,5.114285714285714,simulada
232,0.3713227888621339,188.23852040816328,13.928571428571429,simulada
222,0.308842319539434,525.2895408163265,13.071428571428571,simulada
47,0.09441468253968259,13.503826530612246,12.657142857142857,simulada
192,0.09721658731753867,273.9438775510204,31.114285714285714,simulada
67,0.36812612338928136,16.275510204081634,6.171428571428572,simulada
37,0.0753795721187026,12.392857142857142,12.814285714285715,simulada
209,0.11992704560961472,444.7448979591837,30.857142857142858,simulada
87,0.16435185185185164,50.92346938775511,11.8,simulada
203,0.36603536623052785,218.23979591836732,11.057142857142857,simulada
97,0.35796721394547465,84.13775510204081,7.171428571428572,simulada
139,0.3263572662823632,99.33035714285714,12.3,simulada
30,0.18257575757575759,6.003826530612245,4.485714285714286,simulada
88,0.32084833933573453,120.73852040816325,6.242857142857143,simulada
178,0.06342780735984624,115.74489795918366,33.285714285714285,simulada
236,0.384108599386224,169.76530612244898,11.685714285714285,simulada
200,0.13050638617784516,316.28061224489795,37.82857142857143,simulada
218,0.16467799015062576,844.4948979591837,22.514285714285716,simulada
166,0.37876747707629926,223.38265306122452,9.385714285714286,simulada
173,0.3374431076701452,128.45280612244898,12.114285714285714,simulada
185,0.33992589906225,140.60714285714286,12.32857142857143,simulada
66,0.12480052627111451,44.96301020408163,9.457142857142857,simulada
226,0.3453540240075489,167.04464285714286,14.82857142857143,simulada
42,0.17960573476702502,46.09566326530612,10.214285714285714,simulada
192,0.36201550355452927,153.56632653061226,11.557142857142857,simulada
28,0.451578947368421,5.7397959183673475,3.2142857142857144,simulada
181,0.08034676763787223,146.5,39.97142857142857,simulada
43,0.09453514739229033,8.846938775510203,12.428571428571429,simulada
113,0.2346785995722164,225.0612244897959,12.757142857142858,simulada
159,0.35129492750068486,63.25,11.17142857142857,simulada
94,0.2826666132221685,89.71811224489795,8.514285714285714,simulada
171,0.09165324463118564,359.1683673469388,32.371428571428574,simulada
211,0.3797840794491323,189.81632653061226,10.914285714285715,simulada
93,0.31348626500461657,43.06122448979592,8.157142857142857,simulada
174,0.35096604434268003,108.20918367346938,10.414285714285715,simulada
111,0.1346863476030141,84.23852040816327,18.87142857142857,simulada
165,0.3389479815371972,121.1670918367347,12.142857142857142,simulada
189,0.23599921974793323,1766.6772959183675,21.84285714285714,simulada
63,0.11976307764485117,25.96301020408163,11.528571428571428,simulada
150,0.3720384060056769,87.97321428571429,8.928571428571429,simulada
43,0.09920512820512836,18.44387755102041,13.085714285714285,simulada
199,0.09230676991976267,415.3201530612245,36.32857142857143,simulada
169,0.13658258156557368,410.1938775510204,17.557142857142857,simulada
118,0.14791498490773877,116.61607142857143,16.685714285714287,simulada
95,0.34783186178955006,39.28061224489796,8.3,simulada
157,0.369569122310308,103.45918367346938,10.271428571428572,simulada
208,0.3544884266327632,179.21811224489798,13.485714285714286,simulada
63,0.24398214285714276,49.93239795918368,8.9,simulada
203,0.0915317637867953,443.71811224489795,37.15714285714286,simulada
74,0.09970012626262637,27.973214285714285,14.185714285714285,simulada
226,0.37736900562379405,152.92857142857142,11.814285714285715,simulada
129,0.38618511859358506,64.71811224489797,7.885714285714286,simulada
183,0.37555552769559175,107.3609693877551,11.657142857142857,simulada
246,0.32332458700894323,284.4323979591837,13.885714285714286,simulada
132,0.19631147312726244,297.63265306122446,17.414285714285715,simulada
165,0.0772609780289144,163.88137755102042,27.4,simulada
56,0.4126957545378598,12.891581632653061,5.871428571428571,simulada
142,0.36875071053315484,93.10204081632652,9.514285714285714,simulada
237,0.23091622103331885,1332.6466836734694,26.214285714285715,simulada
80,0.0747292250233428,23.336734693877553,14.857142857142858,simulada
65,0.22838293650793637,49.57525510204082,12.114285714285714,simulada
27,0.057638888888888885,5.214285714285714,7.828571428571428,simulada
117,0.09941707474952151,43.45918367346939,21.82857142857143,simulada
181,0.38713389254337266,156.54464285714286,9.614285714285714,simulada
119,0.4094715939635724,68.06122448979592,6.571428571428571,simulada
185,0.08702663361788261,406.65816326530614,30.514285714285716,simulada
154,0.3512988305729691,60.360969387755105,11.0,simulada
242,0.3780931839968255,154.77551020408166,11.114285714285714,simulada
62,0.08950021450021432,27.13265306122449,8.32857142857143,simulada
33,0.05395256916996048,6.178571428571429,12.114285714285714,simulada
