metrica,solapamiento,homogeneidad,grados_de_libertad,etiqueta
146,0.09521463184099442,419.54464285714283,26.042857142857144,simulada
145,0.12242006701309427,372.64668367346934,18.357142857142858,simulada
146,0.1819028599093958,1089.1326530612243,13.485714285714286,simulada
146,0.08196609544868466,266.1938775510204,25.34285714285714,simulada
145,0.12242006701309427,372.64668367346934,18.357142857142858,simulada
144,0.09554839452917699,240.49489795918367,20.47142857142857,simulada
136,0.08895790889993423,230.95918367346937,25.17142857142857,simulada
124,0.21642042863657357,452.4081632653061,6.442857142857143,simulada
122,0.09538293786414068,120.4438775510204,19.114285714285714,simulada
140,0.17817947771436055,959.8112244897959,13.485714285714286,simulada
131,0.09888266057527634,208.6683673469388,20.857142857142858,simulada
132,0.13979670734694502,159.28061224489792,11.9,simulada
146,0.08196609544868466,266.1938775510204,25.34285714285714,simulada
145,0.13631854256854303,648.8915816326531,13.857142857142858,simulada
147,0.16206816713491468,552.6377551020408,13.442857142857143,simulada
131,0.13236072067467566,572.6734693877551,10.67142857142857,simulada
145,0.12242006701309427,372.64668367346934,18.357142857142858,simulada
148,0.1540337097038097,582.765306122449,15.4,simulada
120,0.11697614256970452,117.74489795918366,21.714285714285715,simulada
147,0.16206816713491468,552.6377551020408,13.442857142857143,simulada
148,0.08324514991181639,3.5752551020408165,55.285714285714285,pseudoaleatoria
148,0.10116666666666647,3.346938775510204,50.52857142857143,pseudoaleatoria
148,0.10166666666666652,3.4897959183673466,55.08571428571429,pseudoaleatoria
148,0.10261111111111097,3.704081632653061,56.48571428571429,pseudoaleatoria
141,0.07670940170940153,2.391581632653061,50.17142857142857,pseudoaleatoria
150,0.08381834215167527,2.6581632653061225,55.5,pseudoaleatoria
147,0.07959770114942523,3.330357142857143,54.68571428571428,pseudoaleatoria
148,0.09805555555555542,2.5612244897959187,58.2,pseudoaleatoria
150,0.08381834215167527,2.6581632653061225,55.5,pseudoaleatoria
150,0.07429118773946355,2.0867346938775513,53.628571428571426,pseudoaleatoria
125,0.10198412698412702,2.8915816326530615,48.871428571428574,pseudoaleatoria
150,0.08381834215167527,2.6581632653061225,55.5,pseudoaleatoria
143,0.08448717948717933,2.381377551020408,49.371428571428574,pseudoaleatoria
148,0.10261111111111097,3.704081632653061,56.48571428571429,pseudoaleatoria
149,0.07843915343915325,2.1581632653061225,51.17142857142857,pseudoaleatoria
144,0.07506157635467971,3.122448979591837,46.97142857142857,pseudoaleatoria
144,0.07506157635467971,3.122448979591837,46.97142857142857,pseudoaleatoria
143,0.08672222222222209,1.3099489795918369,59.357142857142854,pseudoaleatoria
135,0.10316205533596827,3.9323979591836737,49.957142857142856,pseudoaleatoria
132,0.07808641975308635,4.418367346938775,42.3,pseudoaleatoria
