tipo,x,y
simuladas,1,0.0
simuladas,247,0.3184777935274487
simuladas,158,0.36058779560230847
simuladas,187,0.3394972545876017
simuladas,210,0.22921795848034304
simuladas,7,0.006944444444444444
simuladas,3,0.0
simuladas,134,0.3688350672779732
simuladas,55,0.09784946236559151
simuladas,57,0.4289958407605465
simuladas,195,0.12483835931510116
simuladas,192,0.3174731649974047
simuladas,123,0.22490223142397076
simuladas,1,0.0
simuladas,136,0.38365424592957226
simuladas,3,0.0
simuladas,215,0.35019061656017425
simuladas,27,0.1534090909090909
simuladas,59,0.1896155431869718
simuladas,176,0.36404527041646173
simuladas,32,0.44957983193277323
simuladas,235,0.31377965817680753
simuladas,45,0.13352130325814537
simuladas,144,0.3674396433728287
simuladas,222,0.37352598763571776
simuladas,31,0.1096491228070175
simuladas,44,0.2785087719298246
simuladas,18,0.08760683760683761
simuladas,193,0.08121401983708539
simuladas,215,0.1448691969355823
simuladas,3,0.0
simuladas,16,0.16865079365079363
simuladas,1,0.0
simuladas,6,0.125
simuladas,223,0.13879444946846636
simuladas,52,0.0979554865424431
simuladas,86,0.36909362185419964
simuladas,191,0.3269276088433509
simuladas,177,0.11477317888674608
simuladas,65,0.4331807081807081
simuladas,240,0.30109080708306746
simuladas,9,0.20000000000000004
simuladas,212,0.137928648995426
simuladas,2,0.0
simuladas,175,0.07884974668879965
simuladas,18,0.08760683760683761
simuladas,169,0.13658258156557368
simuladas,15,0.04318181818181818
simuladas,24,0.43809523809523826
simuladas,62,0.43540669856459313
simuladas,238,0.18386847156425476
simuladas,11,0.3333333333333333
simuladas,162,0.08559011804235023
simuladas,35,0.3958333333333332
simuladas,7,0.06666666666666667
simuladas,3,0.0
simuladas,6,0.3333333333333333
simuladas,17,0.4583333333333333
simuladas,104,0.22960412445119946
simuladas,10,0.0892857142857143
simuladas,14,0.10069444444444445
simuladas,65,0.06071428571428568
simuladas,2,0.0
simuladas,224,0.3635667574153472
simuladas,5,0.27777777777777773
simuladas,24,0.43809523809523826
simuladas,14,0.275
simuladas,125,0.32361768619078524
simuladas,145,0.05671920928865371
simuladas,1,0
simuladas,187,0.1511752868824285
simuladas,10,0.15
simuladas,47,0.44417989417989423
simuladas,5,0.3611111111111111
simuladas,6,0.2222222222222222
simuladas,136,0.08954090998638878
simuladas,140,0.10996896437030843
simuladas,20,0.46666666666666673
simuladas,33,0.4037414965986396
simuladas,191,0.20740957512283292
simuladas,66,0.3902414235231571
simuladas,124,0.39822172982890963
simuladas,33,0.24634740259740262
simuladas,26,0.09239130434782612
simuladas,1,0.25
simuladas,1,0.0
simuladas,78,0.11749208808867899
simuladas,31,0.0945238095238095
simuladas,231,0.3403444156631177
simuladas,229,0.26037912302579724
simuladas,26,0.09239130434782612
simuladas,117,0.3230764999441368
simuladas,14,0.13230158730158734
simuladas,52,0.1300163906142168
simuladas,2,0.041666666666666664
simuladas,228,0.27426895321417744
simuladas,165,0.0772609780289144
simuladas,102,0.38803783076228887
simuladas,209,0.2271183463640464
simuladas,3,0.0
simuladas,7,0.2083333333333333
simuladas,119,0.380293004605361
simuladas,48,0.24416433239962654
simuladas,192,0.12552718602060742
simuladas,71,0.05914779326364693
simuladas,183,0.24895146824677006
simuladas,1,0
simuladas,67,0.39654589906137877
simuladas,209,0.2134207346260923
simuladas,3,0.25
simuladas,3,0.06666666666666667
simuladas,3,0.13749999999999998
simuladas,3,0.125
simuladas,160,0.202245049012289
simuladas,15,0.05324074074074074
simuladas,113,0.3888373827791985
simuladas,33,0.436451247165533
simuladas,123,0.09017069807449916
simuladas,19,0.1477272727272727
simuladas,49,0.06944444444444445
simuladas,204,0.13585761609954977
simuladas,152,0.3862130884060706
simuladas,60,0.09246828752642704
simuladas,116,0.3842241831695943
simuladas,207,0.3712095588949578
simuladas,2,0.25
simuladas,132,0.2668697169604606
simuladas,5,0.10416666666666667
simuladas,242,0.3013556255225395
simuladas,9,0.05925925925925927
simuladas,163,0.11376636353712548
simuladas,9,0.24999999999999997
simuladas,61,0.2699853801169592
simuladas,141,0.35401835019798356
simuladas,1,0.0
simuladas,114,0.3128947404348473
simuladas,55,0.2532029478458049
simuladas,68,0.1675230092036812
simuladas,12,0.041666666666666664
simuladas,197,0.06979355359270698
simuladas,162,0.3662196496532335
simuladas,145,0.37860261226054864
simuladas,44,0.26429738562091515
simuladas,27,0.10469696969696969
simuladas,6,0.0
simuladas,3,0.0
simuladas,49,0.31666012558869683
simuladas,29,0.3115530303030303
simuladas,13,0.3566666666666667
simuladas,127,0.3640908039329087
simuladas,149,0.34672087277400393
simuladas,22,0.23404761904761914
simuladas,154,0.3315077265900363
simuladas,43,0.07705026455026455
simuladas,87,0.2022885278329922
simuladas,21,0.03710526315789474
simuladas,48,0.19613997113997142
simuladas,34,0.4523809523809524
simuladas,189,0.23599921974793323
simuladas,177,0.37939219073119934
simuladas,5,0.15674603174603172
simuladas,3,0.0
simuladas,2,0
